Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ind_solver,ic3_ind_gen_time,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,max_size
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_2_e8_976,valid,3,0.123,2 1,131,96,0.045,0.047,0.01,0.001,0.011,33528
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/hysteresis_2,valid,3,0.059,4 3,87,65,0.027,0.024,0.008,0,0.002,32888
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/hysteresis_3,valid,3,0.033,1 0,60,47,0.018,0.015,0.005,0,0.001,32536
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/hysteresis_all,valid,3,0.079,4 2,137,113,0.047,0.037,0.013,0,0.003,32780
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e1_846_e1_1317,valid,4,0.547,7 4 2,739,659,0.346,0.279,0.088,0.002,0.027,35856
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e1_846_e2_1394,valid,4,0.373,4 1 0,622,570,0.268,0.2,0.062,0.001,0.014,35348
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e1_846_e3_1060,valid,3,0.286,12 9,347,299,0.17,0.148,0.044,0.003,0.012,34752
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e2_1102_e1_317,valid,6,1.569,10 6 5 3 2,2199,2072,1.278,0.839,0.318,0.003,0.066,40964
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e2_1102_e7_1163,valid,5,0.866,8 5 4 3,1173,1057,0.599,0.446,0.154,0.005,0.045,37024
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e2_627,valid,4,0.56,8 5 4,718,637,0.353,0.301,0.088,0.003,0.029,35828
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e7_606,valid,5,1.204,20 14 13 10,1779,1662,0.913,0.641,0.207,0.004,0.058,38672
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e8_725,valid,3,0.128,2 0,203,181,0.085,0.064,0.02,0.001,0.005,34312
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e8_725_e1_919,valid,3,0.078,1 0,109,92,0.046,0.038,0.012,0,0.003,34032
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e8_725_e2_1144,valid,3,0.081,1 0,109,92,0.047,0.039,0.013,0.001,0.003,33824
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e8_725_e3_556,valid,3,0.279,4 0,397,367,0.211,0.152,0.048,0.001,0.009,34440
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e1_1116_e7_1440,invalid,3,5.415,53 32 15,4146,3929,4.306,3.272,0.933,0.01,0.206,93680
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e2_454,valid,3,0.192,9 6,256,217,0.114,0.096,0.031,0.002,0.009,33860
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e3_640,valid,3,0.299,14 9,411,347,0.171,0.151,0.045,0.002,0.016,34672
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e4_987_e3_291,invalid,4,62.892,87 74 28 9,15354,14964,54.636,38.838,13.661,0.014,2.684,600000
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e2_1166,valid,3,0.197,11 8,268,223,0.11,0.097,0.028,0.002,0.01,33664
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e3_1091_e2_1317,valid,3,0.175,9 6,256,217,0.103,0.089,0.027,0.001,0.008,34520
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e3_1091_e3_522,valid,4,0.345,7 4 2,538,473,0.222,0.175,0.059,0.002,0.017,34896
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed2,valid,3,0.051,4 3,81,59,0.024,0.02,0.008,0.001,0.002,32896
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed2_e7_223_e7_213,valid,3,0.04,3 2,66,47,0.019,0.016,0.007,0,0.002,33316
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed2_e7_223_e8_329,valid,3,0.05,4 3,81,59,0.024,0.02,0.009,0.001,0.002,32568
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed2_e7_496,valid,3,0.041,3 2,66,47,0.018,0.016,0.006,0,0.002,32400
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed2_e8_449,valid,3,0.037,3 2,64,45,0.016,0.016,0.005,0,0.002,33056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed2_e8_449_e7_353,valid,3,0.047,4 3,79,57,0.022,0.019,0.007,0.001,0.002,32792
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/speed2_e8_449_e8_517,valid,3,0.057,5 3,84,55,0.025,0.027,0.007,0.001,0.002,32768
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave01,valid,3,0.433,1 0,85,67,0.058,0.022,0.053,0,0.003,87124
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave17,valid,3,307.932,7 3,246,201,250.305,0.092,306.85,0.002,0.019,340032
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave19,valid,3,4.389,6 3,138,99,3.411,0.063,3.853,0.002,0.015,197924
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave21,valid,3,292.708,15 12,316,236,157.884,0.202,289.756,0.006,0.075,1138220
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/microwave29,valid,3,20.446,8 5,158,113,14.873,0.081,19.163,0.002,0.023,506092
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/steam_boiler_no_arr2,valid,3,0.079,1 0,49,35,0.016,0.011,0.009,0,0.005,34220
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/steam_boiler_no_arr2_e1_17214_e5_18600,valid,3,0.075,1 0,49,35,0.015,0.011,0.009,0,0.005,34172
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/steam_boiler_no_arr2_e3_514_e4_11150,valid,3,0.078,1 0,49,35,0.017,0.012,0.01,0,0.005,34224
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/steam_boiler_no_arr2_e6_3003_e4_15091,valid,3,0.08,1 0,49,35,0.017,0.012,0.01,0,0.005,34256
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/steam_boiler_no_arr2_e7_12307,valid,3,0.081,1 0,49,35,0.018,0.011,0.011,0,0.005,34248
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/large/steam_boiler_no_arr2_e8_21449_e5_18210,valid,3,0.08,1 0,49,35,0.017,0.012,0.01,0,0.005,34216
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/SYNAPSE_6,valid,3,412.777,3 1,84,60,276.92,0.036,412.688,0.001,0.006,192792
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/misc/ticket3i_all,valid,2,0.128,6,56,33,0.02,0.018,0.016,0.001,0.005,39224
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/swimmingpool_8,invalid,3,0.713,5 2 1,171,129,0.407,0.076,0.515,0.001,0.021,77564
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_2,valid,3,0.069,2 1,54,35,0.031,0.012,0.031,0,0.002,34292
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_2_e7_1027_e1_1047,valid,3,0.074,3 2,51,29,0.026,0.011,0.032,0.001,0.003,34568
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_2_e7_1027_e7_359,valid,3,0.062,2 1,49,30,0.024,0.011,0.025,0,0.002,34104
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_2_e8_491_e7_826,valid,3,0.063,2 1,45,26,0.023,0.011,0.026,0,0.002,33884
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3,valid,3,0.062,2 1,56,37,0.024,0.013,0.022,0,0.002,33268
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e7_626,valid,3,0.056,2 1,50,31,0.02,0.011,0.02,0,0.002,33464
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e8_33,valid,3,0.061,2 1,56,37,0.026,0.013,0.022,0,0.002,33472
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_3_e8_33_e7_220,valid,3,0.057,2 1,47,28,0.021,0.01,0.02,0,0.002,33340
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4,valid,3,0.054,2 1,58,39,0.02,0.013,0.015,0,0.002,33364
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e3_57_e6_784,valid,3,0.057,2 1,58,39,0.02,0.012,0.015,0,0.002,33268
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e7_592,valid,3,0.046,2 1,41,22,0.012,0.009,0.011,0,0.002,33108
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e7_592_e7_265,valid,3,0.054,2 1,54,35,0.02,0.013,0.015,0,0.002,33324
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e8_118,valid,3,0.053,2 1,56,37,0.018,0.012,0.013,0,0.002,33124
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_4_e8_118_e7_178,valid,3,0.049,3 2,42,22,0.013,0.009,0.013,0,0.003,33232
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all,valid,3,0.2,6 4,148,112,0.099,0.042,0.092,0.001,0.008,39592
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e2_142,valid,3,0.165,5 3,122,85,0.074,0.036,0.067,0.002,0.006,36420
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e2_142_e7_209,valid,3,0.161,8 7,103,60,0.057,0.036,0.056,0.002,0.008,35772
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e3_1068_e4_275,valid,3,0.164,5 3,122,85,0.071,0.036,0.064,0.002,0.006,36740
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e7_188_e7_743,valid,3,0.242,8 5,165,121,0.108,0.05,0.105,0.001,0.01,39736
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e8_856,valid,3,0.23,8 6,164,122,0.107,0.048,0.103,0.001,0.009,40284
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e8_856_e2_585,valid,3,0.123,3 2,95,66,0.054,0.029,0.043,0.001,0.004,35316
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_all_e8_856_e7_578,valid,3,0.271,9 7,175,132,0.147,0.054,0.133,0.001,0.009,43280
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_1,valid,3,0.102,2 1,104,74,0.034,0.031,0.01,0.001,0.006,33444
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_1_e8_747_e8_1041,valid,3,0.088,2 1,91,64,0.029,0.025,0.008,0,0.006,32952
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_1_e8_751,valid,3,0.097,2 1,96,66,0.031,0.029,0.01,0.001,0.006,33616
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_2,valid,3,0.184,3 1,196,154,0.071,0.064,0.019,0.001,0.012,33412
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_2_e8_460_e8_1920,valid,3,0.142,2 1,138,102,0.049,0.046,0.013,0.001,0.01,33408
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/fast_2_e8_976,valid,3,0.139,2 1,130,94,0.046,0.044,0.012,0.001,0.01,33668
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/hysteresis_2,valid,3,0.081,4 3,73,50,0.035,0.018,0.032,0,0.003,35008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/hysteresis_3,valid,3,0.068,4 3,73,50,0.026,0.016,0.02,0,0.002,33216
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/hysteresis_all,valid,3,0.139,7 5,133,99,0.07,0.035,0.058,0.001,0.004,36660
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e8_725_e3_556,valid,3,0.184,1 0,114,96,0.121,0.04,0.101,0,0.003,69012
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed2_e8_449,valid,3,0.045,3 2,54,34,0.014,0.011,0.008,0,0.002,33228
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed2_e8_449_e8_517,valid,3,0.076,7 4,96,61,0.029,0.023,0.016,0.001,0.003,33132
experimental-result-main/kind2-benchmarks-master/FunctionalChain/triplexVoter/triplexVoter_str,valid,3,0.741,3 0,294,245,0.325,0.239,0.236,0.001,0.017,35740
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/_6counter2,invalid,4,0.045,3 2 1 0,98,52,0.016,0.016,0.007,0.001,0.005,29260
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark_e7_27,valid,4,0.038,6 5 3,91,58,0.019,0.015,0.006,0.001,0.002,29076
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark_e7_27_e7_31,valid,4,0.037,6 5 3,91,58,0.019,0.015,0.006,0.001,0.002,29108
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark_e7_76,valid,4,0.036,6 5 3,91,58,0.019,0.016,0.006,0.001,0.002,29224
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave27,valid,3,295.664,8 4,395,318,256.643,0.376,294.302,0.003,0.045,116456
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_5,valid,4,0.269,10 7 4,295,241,0.125,0.075,0.065,0.002,0.022,57608
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_5_e1_1835,valid,4,0.303,11 8 5,338,279,0.139,0.086,0.069,0.001,0.023,59516
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_5_e2_3018_e2_936,valid,4,0.281,11 8 5,305,249,0.127,0.078,0.063,0.001,0.023,57500
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2,valid,4,0.908,16 12 7,794,694,0.424,0.288,0.188,0.002,0.048,70116
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e1_6463,valid,4,1.262,20 15 9,1208,1091,0.674,0.418,0.303,0.004,0.065,71972
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e2_5774,valid,5,1.225,20 16 15 9,1038,905,0.588,0.373,0.267,0.004,0.077,70352
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511,valid,3,0.111,6 3,128,95,0.049,0.034,0.027,0.001,0.007,39156
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e2_1923,valid,4,0.151,7 5 3,192,150,0.078,0.049,0.041,0.001,0.012,36944
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e3_422,valid,4,0.152,7 5 3,192,150,0.079,0.05,0.044,0.001,0.011,36864
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e5_3248,valid,4,0.15,7 5 3,190,148,0.079,0.051,0.04,0.001,0.011,36984
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_6,valid,4,0.188,10 8 5,315,259,0.106,0.069,0.042,0.001,0.014,34780
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_6_e2_3302,valid,4,0.222,11 8 5,366,306,0.128,0.083,0.051,0.001,0.016,37044
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_2,valid,4,0.226,11 9 5,371,307,0.129,0.087,0.048,0.001,0.017,34780
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_2_e2_1375_e1_418,valid,4,0.228,11 9 5,371,307,0.129,0.085,0.049,0.002,0.017,35032
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_2_e7_1826_e8_126,valid,4,0.227,11 9 5,371,307,0.132,0.088,0.05,0.001,0.017,34804
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_rt,valid,5,0.325,14 12 9 5,493,398,0.175,0.117,0.072,0.002,0.027,36868
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_rt_e3_1770_e2_637,valid,4,0.277,11 9 5,436,364,0.156,0.105,0.059,0.002,0.02,37020
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_a1,valid,4,0.238,10 8 4,335,269,0.124,0.079,0.056,0.002,0.016,41156
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_3_e1_2517_e8_2163,valid,5,0.425,7 5 1 0,609,525,0.268,0.173,0.129,0.001,0.027,35812
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_3_e2_819_e6_1459,valid,5,0.432,9 7 4 1,612,521,0.263,0.167,0.136,0.002,0.03,35920
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/_6counters_e8_371_e7_304,invalid,4,0.617,17 14 11 8,1070,952,0.446,0.311,0.116,0.003,0.045,36056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_all_e7_2500,valid,2,0.243,14,133,87,0.054,0.07,0.021,0.002,0.011,61584
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_1,invalid,4,0.36,8 6 4 2,416,338,0.202,0.144,0.091,0.001,0.03,35276
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1,valid,4,0.712,11 7 4,1067,987,0.52,0.387,0.123,0.002,0.028,36624
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e2_1102_e2_943,valid,4,0.551,11 7 6,828,752,0.372,0.299,0.085,0.002,0.025,35956
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e2_1102_e3_961,valid,3,0.327,14 9,449,391,0.195,0.176,0.047,0.002,0.014,34988
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_1_e7_1255_e7_12,valid,4,0.58,14 9 7,884,801,0.397,0.305,0.094,0.002,0.029,35828
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_704_e1_389,invalid,8,7.734,22 16 12 9 7 5 3 0,6496,6137,5.733,4.442,1.266,0.01,0.75,94280
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_704_e2_13,valid,4,0.56,8 4 2,842,752,0.375,0.301,0.093,0.003,0.027,36232
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e2_704_e7_810,invalid,2,1.24,22 10,1031,939,0.849,0.726,0.2,0.004,0.053,40960
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_2_e3_112,invalid,5,10.305,63 50 37 23 8,7143,6813,8.026,6.122,1.824,0.009,0.622,171120
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275,invalid,20,93.385,67 60 44 35 33 30 28 26 24 22 20 18 16 14 12 10 8 6 4 1,31240,30054,70.691,48.253,20.416,0.014,13.33,564608
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_3_e3_1275_e7_529,invalid,4,24.297,61 38 14 7,9320,9012,20.393,15.642,4.248,0.012,1.061,324912
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e2_968_e3_931,valid,3,0.292,13 8,416,356,0.176,0.154,0.043,0.002,0.014,35216
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e3_1025,invalid,6,54.481,80 59 35 26 20 15,23183,22678,46.065,31.893,12.09,0.021,3.746,565660
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/metros_4_e3_1091_e1_1044,invalid,4,23.039,82 74 39 16,9569,9259,19.725,14.606,4.347,0.014,0.847,321892
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_5,valid,4,55.484,12 9 5,368,307,41.232,0.123,55.093,0.002,0.044,194008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_5_e1_1835,valid,4,60.148,9 7 4,246,198,53.397,0.085,59.869,0.002,0.029,149096
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_5_e2_3018_e2_936,valid,4,47.605,11 9 5,392,333,33.836,0.133,47.226,0.002,0.033,227296
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/ILLINOIS_a1,valid,4,0.824,14 10 5,332,259,0.475,0.081,0.559,0.002,0.025,63556
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_1,valid,4,0.124,2 1 0,102,73,0.063,0.021,0.068,0,0.004,37120
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_1_e2_162_e7_1545,valid,4,0.541,6 5 3,184,138,0.335,0.045,0.423,0.001,0.01,62296
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_4,valid,4,0.132,2 1 0,108,79,0.071,0.024,0.071,0,0.004,37584
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_4_e7_1140_e7_433,valid,4,0.511,4 3 2,160,115,0.291,0.039,0.407,0.001,0.009,60576
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_all,valid,4,0.178,3 2 0,162,127,0.092,0.037,0.081,0.001,0.005,38404
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/peterson_1,valid,4,0.14,2 1 0,101,72,0.052,0.024,0.05,0,0.008,55548
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/peterson_2,valid,4,0.156,2 1 0,101,72,0.055,0.026,0.052,0,0.009,55660
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/peterson_3,valid,4,0.134,2 1 0,104,75,0.047,0.021,0.048,0,0.008,55588
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/peterson_4,valid,4,0.143,2 1 0,104,75,0.055,0.025,0.051,0,0.009,55644
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/rtp_10,valid,4,0.114,2 1 0,106,77,0.043,0.021,0.039,0,0.006,53580
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/rtp_3,valid,4,0.117,2 1 0,108,79,0.047,0.023,0.042,0,0.006,53440
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/rtp_4,valid,4,0.114,2 1 0,108,79,0.044,0.023,0.039,0,0.006,53588
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/rtp_5,valid,4,0.113,2 1 0,106,77,0.042,0.021,0.039,0,0.006,53616
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/rtp_6,valid,4,0.115,2 1 0,108,79,0.045,0.023,0.039,0,0.006,53608
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/rtp_7,valid,4,0.114,2 1 0,108,79,0.044,0.023,0.039,0,0.006,53540
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/rtp_8,valid,4,0.117,2 1 0,108,79,0.046,0.023,0.042,0,0.006,53528
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/rtp_9,valid,4,0.114,2 1 0,106,77,0.044,0.02,0.039,0,0.006,53436
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/protocol/swimmingpool_6,invalid,3,1.26,9 6 3,260,199,0.821,0.103,0.99,0.002,0.027,92692
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_1,valid,4,0.1,2 1 0,119,90,0.052,0.025,0.039,0,0.004,35164
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e1_846_e2_1394,valid,4,494.099,12 9 4,1051,944,438.803,0.577,493.021,0.006,0.081,712156
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_1,valid,4,0.111,2 1 0,121,92,0.061,0.026,0.046,0,0.004,33568
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/_6counter,invalid,5,0.146,7 5 3 2 1,379,306,0.099,0.068,0.025,0,0.01,29976
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/tramway,valid,5,0.274,7 5 4 2,546,472,0.17,0.122,0.041,0.002,0.02,31524
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/simulation/tramway_e7_1834_e8_3192,valid,5,0.275,7 5 4 2,546,472,0.172,0.12,0.041,0.002,0.02,31676
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_12,valid,6,2.07,29 26 22 18 10,2316,2145,1.494,0.79,0.622,0.008,0.11,59624
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_12_e2_1618,valid,6,1.793,14 11 8 5 4,2145,2005,1.36,0.737,0.559,0.003,0.1,57544
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_12_e2_1618_e3_2012,valid,5,0.911,10 8 6 4,1100,996,0.608,0.328,0.269,0.003,0.044,57692
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e1_4312,valid,4,1.178,30 24 11,1418,1283,0.735,0.435,0.303,0.004,0.068,57660
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e2_2799_e3_1915,valid,6,2.363,14 8 2 1 0,2993,2787,1.693,0.922,0.677,0.005,0.16,57476
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e3_1540_e1_5048,valid,5,1.898,15 6 2 1,2399,2250,1.399,0.762,0.545,0.003,0.099,57736
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_8_e3_786_e7_4541,valid,4,4.92,44 43 22,3864,3721,4.129,2.979,0.961,0.007,0.06,98580
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e3_1543,valid,4,0.837,18 14 8,810,713,0.395,0.249,0.189,0.003,0.042,71948
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e4_3719,valid,6,2.753,26 22 20 17 11,2707,2527,1.93,1.053,0.836,0.003,0.146,69912
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e5_3642,valid,5,1.042,20 16 15 9,931,810,0.472,0.312,0.213,0.003,0.062,72160
