Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ic3_extra_ucl,ic3_add_ucl,ic3_check_ucl,ic3_add_sml,ic3_extra_sml,ic3_extra_time_c,ic3_extra_time_c_n1,ic3_extra_time_F,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time,i_ucl,i_reuse_ucl,f_ucl,f_reuse_ucl,f_sml,f_reuse_sml,sml_length,ucl_f_length,ucl_i_length,sml_mem,ucl_f_mem,ucl_i_mem,max
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e2_589_e3_349,invalid,2,0.257,11 2,157,0,0,0,N/A,N/A,N/A,N/A,N/A,0.079,0.064,0.002,0.021,115,92,113,1,0,0,N/A,13,10,N/A,1.772,1.525,33772
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e2_893,invalid,2,0.263,11 2,157,0,0,0,N/A,N/A,N/A,N/A,N/A,0.08,0.056,0.002,0.021,115,92,113,1,0,0,N/A,13,10,N/A,1.772,1.525,34136
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/car_6_e3_294_e1_956,invalid,2,1.32,11 2,185,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.124,1.029,0.002,0.035,143,120,141,1,0,0,N/A,13,10,N/A,1.772,1.525,94984
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/hysteresis_1,valid,2,0.012,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,30156
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e8_725,valid,2,0.046,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.009,0,0.002,3,1,2,0,0,0,N/A,2,1,N/A,0.279,0.142,33736
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e8_725_e1_919,valid,2,0.048,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.007,0,0.001,3,1,2,0,0,0,N/A,2,1,N/A,0.283,0.142,32876
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_1_e8_725_e2_1144,valid,2,0.075,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.009,0,0.001,3,1,2,0,0,0,N/A,2,1,N/A,0.283,0.142,33824
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/metros_2_e1_1116_e3_287,invalid,2,51.746,25 9,435,0,0,0.008,N/A,N/A,N/A,N/A,N/A,0.427,50.795,0.006,0.086,412,364,397,39,0,0,N/A,34,21,N/A,3.58,3.117,742524
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_2,valid,2,0.027,1,11,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.005,0,0.001,5,2,3,1,0,0,N/A,2,1,N/A,0.641,0.373,33068
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_3,valid,2,0.045,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.003,0.014,0,0.001,4,2,4,2,0,0,N/A,1,2,N/A,0.322,0.477,32500
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/PRODUCER_CONSUMER_all,valid,2,0.05,2,16,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.017,0.001,0.001,10,5,8,4,0,0,N/A,3,3,N/A,0.941,0.787,33400
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e7_207,valid,2,0.016,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,29716
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e7_207_e7_538,valid,2,0.015,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,30056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e7_207_e8_507,valid,2,0.012,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,29964
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e8_649,valid,2,0.009,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,29812
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/simulation/speed_e8_649_e7_709,valid,2,0.011,0,4,0,0,0,N/A,N/A,N/A,N/A,N/A,0.001,0.002,0,0,0,0,0,0,0,0,N/A,0,0,N/A,0.021,0.021,29872
experimental-result-main/kind2-benchmarks-master/FunctionalChain/controlLaw/controlLaw,valid,2,0.035,2,13,0,0,0,N/A,N/A,N/A,N/A,N/A,0.007,0.005,0.001,0.001,4,2,4,0,0,0,N/A,4,2,N/A,0.454,0.259,34872
experimental-result-main/kind2-benchmarks-master/FMCAD08/Bool/misc/stalmark,valid,3,0.03,4 2,49,0,0,0,N/A,N/A,N/A,N/A,N/A,0.012,0.003,0.001,0.001,31,19,22,1,0,0,N/A,7,3,N/A,0.672,0.343,29192
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave01,valid,3,0.486,2 0,60,0,0,0,N/A,N/A,N/A,N/A,N/A,0.038,0.031,0.001,0.006,47,34,38,8,0,0,N/A,6,4,N/A,1.426,0.984,85296
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave05,valid,3,1.23,13 8,105,0,0,0,N/A,N/A,N/A,N/A,N/A,0.089,0.597,0.004,0.022,100,67,91,50,0,0,N/A,17,14,N/A,3.349,2.759,87080
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave17,valid,3,0.667,7 3,98,0,0,0,N/A,N/A,N/A,N/A,N/A,0.067,0.052,0.003,0.015,94,72,80,27,0,0,N/A,15,6,N/A,2.477,0.992,97208
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave19,valid,3,1.068,14 8,168,0,0,0,N/A,N/A,N/A,N/A,N/A,0.103,0.082,0.003,0.021,167,142,150,37,0,0,N/A,22,7,N/A,2.601,1.183,91176
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave21,valid,3,2.378,19 14,246,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.16,0.333,0.005,0.031,249,205,223,61,0,0,N/A,33,16,N/A,4.428,2.788,95068
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave22,valid,3,63.308,11 5,268,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.262,61.69,0.006,0.033,288,208,234,79,0,0,N/A,34,21,N/A,5.336,3.921,93056
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave24,valid,3,0.711,7 2,121,0,0,0,N/A,N/A,N/A,N/A,N/A,0.073,0.064,0.004,0.014,122,95,104,35,0,0,N/A,19,6,N/A,2.716,1.303,91228
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/microwave26,valid,3,31.911,13 9,201,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.174,30.156,0.005,0.033,187,126,148,44,0,0,N/A,31,20,N/A,3.831,3.309,95088
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2,valid,3,0.059,2 0,40,0,0,0,N/A,N/A,N/A,N/A,N/A,0.017,0.006,0.001,0.004,33,25,28,8,0,0,N/A,4,3,N/A,1.083,0.809,33704
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2_e1_17214_e5_18600,valid,3,0.06,2 0,40,0,0,0,N/A,N/A,N/A,N/A,N/A,0.016,0.006,0.001,0.005,33,25,28,8,0,0,N/A,4,3,N/A,1.083,0.809,33592
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2_e3_514_e4_11150,valid,3,0.061,2 0,40,0,0,0,N/A,N/A,N/A,N/A,N/A,0.017,0.006,0.001,0.005,33,25,28,8,0,0,N/A,4,3,N/A,1.083,0.809,33592
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2_e6_3003_e4_15091,valid,3,0.058,2 0,40,0,0,0,N/A,N/A,N/A,N/A,N/A,0.016,0.006,0.001,0.005,33,25,28,8,0,0,N/A,4,3,N/A,1.083,0.809,33772
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2_e7_12307,valid,3,0.06,2 0,40,0,0,0,N/A,N/A,N/A,N/A,N/A,0.017,0.006,0.001,0.005,33,25,28,8,0,0,N/A,4,3,N/A,1.083,0.809,33888
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/large/steam_boiler_no_arr2_e8_21449_e5_18210,valid,3,0.041,1 0,22,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,0.004,0,0.003,11,7,9,2,0,0,N/A,2,2,N/A,0.703,0.641,33044
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10,valid,3,0.055,1 0,39,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,0.007,0.001,0.004,22,8,13,1,0,0,N/A,4,3,N/A,0.89,0.726,57924
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e1_3587_e3_2749,valid,3,0.054,1 0,39,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,0.008,0.001,0.003,22,8,13,1,0,0,N/A,5,3,N/A,0.9,0.726,57840
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e1_998,valid,3,0.058,1 0,39,0,0,0,N/A,N/A,N/A,N/A,N/A,0.012,0.008,0.001,0.003,22,8,13,1,0,0,N/A,5,3,N/A,0.9,0.726,59976
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e2_2785_e3_1744,valid,3,0.06,1 0,39,0,0,0,N/A,N/A,N/A,N/A,N/A,0.012,0.008,0.001,0.004,22,8,13,1,0,0,N/A,4,3,N/A,0.89,0.726,57712
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e2_402,valid,3,0.072,1 0,39,0,0,0,N/A,N/A,N/A,N/A,N/A,0.016,0.01,0.001,0.004,22,8,13,1,0,0,N/A,4,3,N/A,0.89,0.726,57864
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e3_144_e5_2046,valid,3,0.059,1 0,39,0,0,0,N/A,N/A,N/A,N/A,N/A,0.013,0.008,0.001,0.003,22,8,13,1,0,0,N/A,4,3,N/A,0.89,0.726,60036
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e3_3429,valid,3,0.084,1 0,39,0,0,0,N/A,N/A,N/A,N/A,N/A,0.017,0.011,0.001,0.006,22,8,13,1,0,0,N/A,4,3,N/A,0.886,0.726,60048
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4,valid,3,0.047,1 0,34,0,0,0,N/A,N/A,N/A,N/A,N/A,0.012,0.009,0.001,0.003,20,13,16,2,0,0,N/A,4,3,N/A,1.279,0.978,39228
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e1_3233_e3_2970,valid,3,0.099,2 0,74,0,0,0,N/A,N/A,N/A,N/A,N/A,0.029,0.019,0.003,0.007,50,31,39,3,0,0,N/A,12,8,N/A,1.566,1.38,37048
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e2_2086_e3_2542,valid,3,0.079,1 0,57,0,0,0,N/A,N/A,N/A,N/A,N/A,0.023,0.014,0.002,0.005,36,22,30,3,0,0,N/A,11,7,N/A,1.513,1.336,37068
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e3_314_e2_2812,valid,3,0.121,2 0,81,0,0,0,N/A,N/A,N/A,N/A,N/A,0.036,0.022,0.003,0.009,55,36,47,5,0,0,N/A,14,10,N/A,1.805,1.558,37032
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_1,valid,3,0.07,1 0,21,0,0,0,N/A,N/A,N/A,N/A,N/A,0.018,0.007,0.002,0.004,9,7,9,3,0,0,N/A,3,2,N/A,0.644,0.572,39264
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_2_e2_2367_e1_3182,valid,3,0.041,1 0,20,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,0.006,0.001,0.002,5,2,5,1,0,0,N/A,3,3,N/A,1.023,0.96,43360
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_all,valid,3,0.085,1 0,49,0,0,0,N/A,N/A,N/A,N/A,N/A,0.021,0.015,0.002,0.005,24,9,18,1,0,0,N/A,11,8,N/A,1.707,1.546,43368
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_1_e2_162_e7_1545,valid,3,0.031,1 0,22,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,0.004,0.001,0.002,10,7,9,3,0,0,N/A,3,2,N/A,0.927,0.669,32240
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_3,valid,3,0.19,6 4,98,0,0,0,N/A,N/A,N/A,N/A,N/A,0.063,0.052,0.005,0.013,74,61,72,12,0,0,N/A,16,11,N/A,2.881,1.593,33656
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_3_e2_819_e1_1145,valid,3,0.146,6 4,98,0,0,0,N/A,N/A,N/A,N/A,N/A,0.047,0.043,0.004,0.01,74,61,72,12,0,0,N/A,16,11,N/A,2.877,1.593,33788
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_3_e2_819_e4_1595,valid,3,0.145,6 4,98,0,0,0,N/A,N/A,N/A,N/A,N/A,0.048,0.042,0.003,0.01,74,61,72,12,0,0,N/A,16,11,N/A,2.881,1.593,33816
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_3_e3_2669,valid,4,0.268,6 3 2,153,0,0,0,N/A,N/A,N/A,N/A,N/A,0.094,0.079,0.007,0.019,114,83,101,19,0,0,N/A,18,15,N/A,2.564,2.003,34248
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_4,valid,2,0.022,1,10,0,0,0,N/A,N/A,N/A,N/A,N/A,0.005,0.002,0,0.001,5,4,5,1,0,0,N/A,3,1,N/A,0.978,0.359,32176
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_4_e7_1140_e7_433,valid,3,0.037,2 1,26,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,0.005,0.001,0.002,13,8,12,5,0,0,N/A,5,4,N/A,1.01,0.882,32444
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_all_e4_1147_e7_497,valid,3,0.041,1 0,32,0,0,0,N/A,N/A,N/A,N/A,N/A,0.015,0.005,0.002,0.002,19,13,18,7,0,0,N/A,6,5,N/A,1.321,1.056,32800
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i3_e1_447_e1_1292,valid,3,0.06,7 4,56,0,0,0,N/A,N/A,N/A,N/A,N/A,0.021,0.01,0.001,0.003,49,37,44,13,0,0,N/A,9,5,N/A,1.754,0.928,32836
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i3_e1_447_e6_2281,valid,3,0.07,7 4,71,0,0,0,N/A,N/A,N/A,N/A,N/A,0.026,0.011,0.003,0.004,55,44,53,9,0,0,N/A,13,5,N/A,2.153,0.959,33396
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_6_e2_1439_e1_954,valid,3,0.049,5 4,48,0,0,0,N/A,N/A,N/A,N/A,N/A,0.017,0.008,0.001,0.003,27,18,23,1,0,0,N/A,7,5,N/A,1.701,1.079,32796
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_6_e3_1666_e5_1558,valid,3,0.045,6 4,38,0,0,0,N/A,N/A,N/A,N/A,N/A,0.016,0.006,0.002,0.003,24,16,22,6,0,0,N/A,7,5,N/A,1.566,1.097,33600
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/durationThm_3_e7_334_e2_62,valid,2,0.027,4,27,0,0,0,N/A,N/A,N/A,N/A,N/A,0.01,0.003,0.001,0.001,14,0,5,0,0,0,N/A,5,4,N/A,1.157,0.992,32248
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ex3,valid,3,0.037,4 2,33,0,0,0,N/A,N/A,N/A,N/A,N/A,0.013,0.005,0.001,0.003,16,10,13,2,0,0,N/A,6,3,N/A,1.174,0.742,32448
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_2,valid,3,0.043,1 0,32,0,0,0,N/A,N/A,N/A,N/A,N/A,0.012,0.006,0.001,0.003,17,6,11,3,0,0,N/A,3,3,N/A,0.862,0.81,39348
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7,valid,3,0.084,1 0,49,0,0,0,N/A,N/A,N/A,N/A,N/A,0.028,0.01,0.002,0.006,32,19,27,9,0,0,N/A,13,8,N/A,1.512,1.258,39260
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/misc/ticket3i_7_e1_2192_e1_1852,valid,3,0.11,1 0,56,0,0,0,N/A,N/A,N/A,N/A,N/A,0.036,0.011,0.003,0.008,40,25,35,14,0,0,N/A,16,10,N/A,1.845,1.411,41140
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_1_e7_4234,valid,3,0.13,3 0,46,0,0,0,N/A,N/A,N/A,N/A,N/A,0.031,0.019,0.001,0.011,42,36,42,20,0,0,N/A,6,6,N/A,1.003,1.078,57940
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_4,valid,3,0.072,1 0,25,0,0,0,N/A,N/A,N/A,N/A,N/A,0.014,0.008,0.001,0.008,14,10,13,5,0,0,N/A,4,3,N/A,0.889,0.623,59852
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/peterson_all,valid,3,0.117,2 0,47,0,0,0,N/A,N/A,N/A,N/A,N/A,0.029,0.014,0.002,0.008,37,28,35,15,0,0,N/A,10,7,N/A,1.363,1.135,57932
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_10,valid,3,0.044,1 0,25,0,0,0,N/A,N/A,N/A,N/A,N/A,0.012,0.005,0.001,0.003,14,10,13,5,0,0,N/A,4,3,N/A,0.873,0.615,53780
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_3,valid,3,0.045,1 0,25,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,0.005,0.001,0.003,14,10,13,5,0,0,N/A,4,3,N/A,0.885,0.623,53712
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_4,valid,3,0.046,1 0,25,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,0.005,0.001,0.003,14,10,13,5,0,0,N/A,4,3,N/A,0.881,0.623,53728
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_6,valid,3,0.084,1 0,25,0,0,0,N/A,N/A,N/A,N/A,N/A,0.02,0.009,0.001,0.006,14,10,13,5,0,0,N/A,4,3,N/A,0.885,0.627,53680
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_7,valid,3,0.046,1 0,25,0,0,0,N/A,N/A,N/A,N/A,N/A,0.011,0.005,0.001,0.003,14,10,13,5,0,0,N/A,4,3,N/A,0.881,0.623,55612
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_8,valid,3,0.046,1 0,25,0,0,0,N/A,N/A,N/A,N/A,N/A,0.01,0.005,0.001,0.003,14,10,13,5,0,0,N/A,4,3,N/A,0.881,0.619,53488
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_9,valid,3,0.058,1 0,25,0,0,0,N/A,N/A,N/A,N/A,N/A,0.013,0.006,0.001,0.004,14,10,13,5,0,0,N/A,4,3,N/A,0.865,0.607,55568
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/rtp_all,valid,4,0.258,2 1 0,86,0,0,0,N/A,N/A,N/A,N/A,N/A,0.091,0.018,0.003,0.015,64,41,54,26,0,0,N/A,24,13,N/A,2.366,1.946,65932
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_6_e7_10_e7_341,invalid,4,0.588,19 14 9 4,320,0,0,0.002,N/A,N/A,N/A,N/A,N/A,0.26,0.088,0.006,0.038,562,540,572,322,0,0,N/A,33,16,N/A,4.459,1.892,36288
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_6_e7_399,invalid,3,0.468,17 11 4,283,0,0,0.001,N/A,N/A,N/A,N/A,N/A,0.205,0.079,0.004,0.03,389,371,400,168,0,0,N/A,25,15,N/A,3.353,1.722,35448
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_8,invalid,3,0.146,5 2 1,102,0,0,0,N/A,N/A,N/A,N/A,N/A,0.056,0.024,0.002,0.013,76,66,79,12,0,0,N/A,8,7,N/A,2.038,1.119,33532
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/protocol/swimmingpool_9,invalid,3,0.265,9 6 1,192,0,0,0,N/A,N/A,N/A,N/A,N/A,0.107,0.044,0.002,0.022,158,144,165,16,0,0,N/A,12,11,N/A,2.675,1.727,34912
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2,valid,3,0.048,3 1,37,0,0,0,N/A,N/A,N/A,N/A,N/A,0.018,0.006,0.001,0.003,25,18,21,6,0,0,N/A,5,3,N/A,1.272,0.811,32728
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2_e7_1027_e1_1047,valid,3,0.033,3 2,34,0,0,0,N/A,N/A,N/A,N/A,N/A,0.012,0.004,0.001,0.002,22,17,20,4,0,0,N/A,6,3,N/A,1.387,0.772,32416
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2_e7_1027_e7_359,valid,3,0.04,3 1,39,0,0,0,N/A,N/A,N/A,N/A,N/A,0.015,0.005,0.001,0.003,26,20,23,5,0,0,N/A,5,3,N/A,1.341,0.811,32764
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_2_e8_491_e7_826,valid,3,0.052,6 3,56,0,0,0,N/A,N/A,N/A,N/A,N/A,0.019,0.007,0.001,0.004,39,31,35,7,0,0,N/A,9,4,N/A,1.849,0.936,32656
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3,valid,3,0.026,2 1,24,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.003,0,0.001,13,9,11,3,0,0,N/A,3,2,N/A,1.015,0.625,32356
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e7_626,valid,3,0.022,1 0,20,0,0,0,N/A,N/A,N/A,N/A,N/A,0.006,0.003,0.001,0.001,9,6,8,2,0,0,N/A,3,2,N/A,0.825,0.625,32496
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e8_33,valid,3,0.027,2 1,24,0,0,0,N/A,N/A,N/A,N/A,N/A,0.009,0.004,0,0.001,15,12,14,5,0,0,N/A,4,2,N/A,1.085,0.625,32268
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_3_e8_33_e7_220,valid,3,0.026,2 1,24,0,0,0,N/A,N/A,N/A,N/A,N/A,0.008,0.003,0.001,0.002,13,10,12,3,0,0,N/A,5,2,N/A,0.956,0.625,32492
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all,valid,3,0.065,3 1,53,0,0,0,N/A,N/A,N/A,N/A,N/A,0.03,0.007,0.001,0.004,41,26,33,14,0,0,N/A,13,7,N/A,1.627,1.164,32840
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e2_142,valid,3,0.054,3 2,43,0,0,0,N/A,N/A,N/A,N/A,N/A,0.023,0.005,0.001,0.004,26,17,23,7,0,0,N/A,11,6,N/A,1.939,1.1,32892
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e2_142_e7_209,valid,3,0.064,4 2,53,0,0,0,N/A,N/A,N/A,N/A,N/A,0.027,0.007,0.002,0.004,39,26,33,14,0,0,N/A,12,7,N/A,1.859,1.353,32836
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e3_1068_e4_275,valid,3,0.059,3 2,43,0,0,0,N/A,N/A,N/A,N/A,N/A,0.026,0.006,0.002,0.004,26,17,23,7,0,0,N/A,11,6,N/A,1.939,1.1,32628
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e7_188_e7_743,valid,3,0.09,4 1,59,0,0,0,N/A,N/A,N/A,N/A,N/A,0.034,0.009,0.002,0.006,42,29,37,12,0,0,N/A,11,8,N/A,1.912,1.41,32744
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e8_856,valid,4,0.095,3 1 0,79,0,0,0,N/A,N/A,N/A,N/A,N/A,0.042,0.012,0.002,0.008,49,30,38,9,0,0,N/A,15,8,N/A,1.841,1.306,33036
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e8_856_e2_585,valid,3,0.07,3 1,53,0,0,0,N/A,N/A,N/A,N/A,N/A,0.03,0.007,0.001,0.005,35,21,28,10,0,0,N/A,12,7,N/A,1.882,1.353,32796
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/car_all_e8_856_e7_578,valid,4,0.112,4 1 0,107,0,0,0,N/A,N/A,N/A,N/A,N/A,0.048,0.013,0.004,0.008,77,54,65,16,0,0,N/A,16,11,N/A,2.289,1.58,33748
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_1,valid,3,0.063,1 0,48,0,0,0,N/A,N/A,N/A,N/A,N/A,0.022,0.005,0.001,0.006,31,16,21,4,0,0,N/A,6,5,N/A,1.145,0.925,32488
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_1_e8_747_e8_1041,valid,3,0.072,2 1,45,0,0,0,N/A,N/A,N/A,N/A,N/A,0.024,0.005,0.001,0.007,30,16,21,6,0,0,N/A,5,5,N/A,1.043,0.928,32480
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_1_e8_751,valid,3,0.061,1 0,49,0,0,0,N/A,N/A,N/A,N/A,N/A,0.019,0.005,0.001,0.006,32,17,23,5,0,0,N/A,6,6,N/A,1.141,1.025,32592
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_2,valid,3,0.088,2 1,65,0,0,0,N/A,N/A,N/A,N/A,N/A,0.03,0.006,0.002,0.009,47,25,32,8,0,0,N/A,8,7,N/A,1.45,1.137,33260
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/simulation/fast_2_e8_460_e8_1920,valid,3,0.078,2 1,58,0,0,0,N/A,N/A,N/A,N/A,N/A,0.026,0.005,0.001,0.008,41,24,30,7,0,0,N/A,7,6,N/A,1.336,1.027,32592
